Role ID,Title,Description,Skills,Progress Paths,Education Requirements,Embedding,Metadata
64b13812b8c6cc08ffa93544,Naturopath,"Naturopaths believe in improving their clients' health through natural therapies and education about lifestyle, diet and exercise.","knowledge of how the human body works and the causes of diseases, excellent verbal communication skills, counselling skills including active listening and a non-judgemental approach, analytical thinking skills, knowledge of psychology, sensitivity and understanding, to be thorough and pay attention to detail, the ability to understand people’s reactions, to be able to use a computer and the main software packages competently","With experience and through marketing your service you could build your client base.

You could specialise in a particular type of treatment or work with people with specific health problems.

You could also move into teaching or promoting naturopathic techniques or doing research into naturopathic therapies.",['a university course'],,{'requiredWeight': 0.4}
64b13812b8c6cc08ffa93546,Nursing associate,"Nursing associates care for sick people of all ages in hospital and in the community, working closely with registered nurses.","a desire to help people, knowledge of psychology, to be thorough and pay attention to detail, the ability to work well with others, the ability to accept criticism and work well under pressure, sensitivity and understanding, patience and the ability to remain calm in stressful situations, excellent verbal communication skills, to be able to use a computer and the main software packages competently","If you're already a nursing associate, you can train to become a registered nurse by completing a shortened nursing degree or a nursing degree apprenticeship.","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.7}
64b13812b8c6cc08ffa9354c,Operating department practitioner,Operating department practitioners (ODPs) provide skilled care and support to patients at all stages of an operation.,"knowledge of medicine, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, knowledge of biology, the ability to accept criticism and work well under pressure, sensitivity and understanding, to be flexible and open to change, active listening skills, to be able to use a computer and the main software packages competently","With experience you could:, progress to team leader or senior operating department practitioner and manage an operating theatre unit, move into education, training or research, do training approved by the Royal College of Surgeons of England to become a surgical care practitioner, train to work as an anaesthesia associate or advanced critical care practitioner",['Explore the different ways to get into this role.'],,{'requiredWeight': 0.7}
64b13812b8c6cc08ffa93555,Pharmacist,Pharmacists give advice on the use and supply of medicines and medical appliances.,"to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, sensitivity and understanding, customer service skills, patience and the ability to remain calm in stressful situations, maths knowledge, excellent verbal communication skills, the ability to read English, to be able to use a computer and the main software packages competently","With experience you could:, progress to team manager, regional or national manager or become a pharmacy consultant, work in a GP practice, health centre or set up your own community pharmacy business, work as a pharmacist in the Royal Air Force, Royal Navy or Army, move into teaching, scientific journalism or publishing, do a postgraduate qualification in a subject like toxicology or pharmacology and move into research",['You can get into this job through a university course.'],,{'requiredWeight': 0.7}
64b13812b8c6cc08ffa9355b,Physicist,Physicists study matter and try to work out why it behaves like it does.,"maths knowledge, knowledge of physics, knowledge of engineering science and technology, analytical thinking skills, science skills, the ability to think clearly using logic and reasoning, thinking and reasoning skills, excellent verbal communication skills, to have a thorough understanding of computer systems and applications","With experience, you can take on more responsibility and manage the work of other scientists","['a university course', 'an apprenticeship', 'a graduate trainee scheme']",,{'requiredWeight': 0.9}
64b13812b8c6cc08ffa9355e,Pilates teacher,"Pilates teachers help clients change and improve their body strength and posture through breathing, stretching and conditioning exercises.","knowledge of teaching classes, customer service skills, the ability to work on your own, leadership skills, to be thorough and pay attention to detail, the ability to come up with new ways of doing things, patience and the ability to remain calm in stressful situations, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device","You could find work in private health studios, commercial or council leisure centres to teach group classes. You could also find work as a private tutor, working in clients’ homes.

You could work with health professionals, like physiotherapists, to help athletes or dancers with rehabilitation following injury.

You could also specialise in antenatal pilates (for pregnant women), pilates for lower back pain, or pilates for older adults.","['a college course', 'an apprenticeship', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.5}
64b13812b8c6cc08ffa93564,Psychiatrist,Psychiatrists are doctors who diagnose and treat patients with mental health problems.,"counselling skills including active listening and a non-judgemental approach, knowledge of psychology, knowledge of medicine and dentistry, the ability to understand people’s reactions, excellent verbal communication skills, active listening skills, knowledge of English language, sensitivity and understanding, to be able to use a computer and the main software packages competently","You could go on to lead a department, work in higher education, research, or in the medical equipment manufacturing industry.",['You can get into this job through a university course or an apprenticeship.'],,{'requiredWeight': 0.8}
64b13812b8c6cc08ffa93566,Psychologist,Psychologists apply the scientific study of the mind and behaviour to solving real life problems.,"knowledge of psychology, to enjoy working with other people, counselling skills including active listening and a non-judgemental approach, active listening skills, excellent verbal communication skills, sensitivity and understanding, an understanding of statistical methods and data analysis, patience and the ability to remain calm in stressful situations, to be able to use a computer and the main software packages competently","You could:, move into supervisory or management positions, move into teaching, academic research, policy or consultancy work, become self employed and run your own private practice",['You can get into this job through a university course.'],,{'requiredWeight': 0.8}
64b13812b8c6cc08ffa93572,Surgeon,Surgeons carry out operations and medical procedures on patients.,"knowledge of medicine and dentistry, the ability to work well with your hands, thinking and reasoning skills, to be thorough and pay attention to detail, knowledge of biology, the ability to work well with others, knowledge of English language, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently","With experience you could:, become a senior or consultant surgeon, once you're on the General Medical Council Specialist Register, lead a team or manage a department, move into teaching students, trainee doctors and other healthcare professionals",['You can get into this job through a university course or an apprenticeship.'],,{'requiredWeight': 1}
64b13826b8c6cc08ffa93577,Bin worker,Bin workers remove waste and recycling from homes or businesses.,"customer service skills, patience and the ability to remain calm in stressful situations, the ability to work on your own, physical skills like movement, coordination and dexterity, the ability to work well with others, to be thorough and pay attention to detail, the ability to organise your time and workload, the ability to use, repair and maintain machines and tools, to be able to carry out basic tasks on a computer or hand-held device","With experience you could become a maintenance engineering manager or senior design engineer, working on modifications and enhancements to aircraft.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa9357a,Butler,Butlers carry out personal and household tasks for their employers.,"excellent verbal communication skills, active listening skills, customer service skills, sensitivity and understanding, leadership skills, patience and the ability to remain calm in stressful situations, the ability to work well with others, concentration skills, to be able to carry out basic tasks on a computer or hand-held device",With experience you could become a head butler and supervise and train people new to the role,"['applying directly', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93576,Accommodation warden,"Accommodation wardens manage the day-to-day running of services like sheltered housing, youth hostels and student flats.","customer service skills, business management skills, administration skills, to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, excellent verbal communication skills, the ability to work well with others, to be able to use a computer and the main software packages competently","With experience, you could become an accommodation manager with responsibility for several centres and wardens. You could also work in housing or block management.","['a college course', 'an apprenticeship', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93580,Cleaner,"Cleaners carry out general cleaning of offices, shops and homes, or more specialised cleaning like upholstery or the outsides of buildings.","patience and the ability to remain calm in stressful situations, the ability to work on your own, customer service skills, to be thorough and pay attention to detail, knowledge of public safety and security, physical fitness and endurance, the ability to organise your time and workload, a desire to help people, to be able to carry out basic tasks on a computer or hand-held device","You could move into specialist cleaning, or a more senior managerial or supervisory role.

You could also start your own business.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93582,Crematorium technician,Crematorium technicians make sure things run smoothly during a cremation.,"customer service skills, sensitivity and understanding, patience and the ability to remain calm in stressful situations, the ability to work well with others, to be thorough and pay attention to detail, excellent verbal communication skills, the ability to understand people’s reactions, a desire to help people, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could move into crematorium management.",['applying directly'],,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa93586,Handyperson,A handyperson carries out minor repairs and small jobs in people's homes and businesses.,"the ability to use, repair and maintain machines and tools, knowledge of building and construction, the ability to work well with your hands, problem-solving skills, practical skills for repairing and maintaining equipment, to be thorough and pay attention to detail, customer service skills, the ability to work well with others, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a team leader or jobs coordinator with a service and repair company. You could also move into related areas of work like caretaking.","['a college course', 'an apprenticeship', 'volunteering', 'applying directly']",,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa9358b,Personal shopper,Personal shoppers give advice to customers and suggest products that meet their needs.,"customer service skills, the ability to work well with others, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, the ability to sell products and services, sensitivity and understanding, the ability to use your initiative, excellent verbal communication skills, to be able to use a computer and the main software packages competently","With experience, you could become a personal shopping manager, in charge of a team, or move into retail buying and merchandising.","['a college course', 'an apprenticeship', 'working towards this role', 'applying directly', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa93579,British Sign Language interpreter,British Sign Language (BSL) interpreters help deaf and hearing people communicate with one another.,"good language skills, knowledge of English language, to be thorough and pay attention to detail, customer service skills, patience and the ability to remain calm in stressful situations, the ability to work on your own, active listening skills, concentration skills, to be able to carry out basic tasks on a computer or hand-held device","You could teach and assess others, sign at theatre productions or television performances, or move into research.

You could also become self-employed and work freelance.","['a university course', 'working towards this role', 'a trainee scheme']",,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa93584,Dry cleaner,Dry cleaners use chemicals and solvents to clean clothes and other items that cannot be washed in the normal way.,"the ability to use your initiative, to be thorough and pay attention to detail, the ability to work well with others, patience and the ability to remain calm in stressful situations, to be flexible and open to change, the ability to work well with your hands, customer service skills, physical skills like lifting, bending and carrying, to be able to carry out basic tasks on a computer or hand-held device","In a dry-cleaning plant you could become a supervisor or manager.

In a dry cleaning shop, you could be promoted to store manager. If your shop is part of a chain, you may be able to progress to running a larger shop, or to area or district management.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa93589,Laundry worker,"Laundry workers operate washing machines and tumble dryers to clean and dry items like clothes, bed linen and uniforms.","to be thorough and pay attention to detail, customer service skills, the ability to work well with others, patience and the ability to remain calm in stressful situations, to be flexible and open to change, the ability to use your initiative, the ability to organise your time and workload, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","With experience you could become a laundry service supervisor or manager.

You could also start your own laundry business.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa9358d,Postperson,"A postperson collects, sorts and delivers letters and packages to homes and businesses.","customer service skills, to be thorough and pay attention to detail, the ability to work on your own, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, the ability to work well with others, excellent verbal communication skills, knowledge of English language, to be able to carry out basic tasks on a computer or hand-held device, ","With experience, you could be promoted to higher grades like supervisor and manager. You could move into parcel deliveries, courier jobs or customer care and administration.","['an apprenticeship', 'working towards this role', 'applying directly', '']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa9357f,Chimney sweep,"Chimney sweeps clean the chimneys and flues of open fires and other coal, gas, oil and wood-fired heating systems.","the ability to use your initiative, to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, physical skills like strength and coordination, the ability to work well with your hands, customer service skills, knowledge of public safety and security, concentration skills, to be able to carry out basic tasks on a computer or hand-held device","You'll usually be self-employed, although you may also find jobs with private companies like solid fuel distributors.

It may be possible to buy an existing business.","['working towards this role', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa9358e,Recycled metals worker,"Recycled metals workers grade, sort, clean and bale scrap metal for recycling.","the ability to operate and control equipment, to be thorough and pay attention to detail, the ability to work well with others, to be flexible and open to change, the ability to use, repair and maintain machines and tools, the ability to work well with your hands, knowledge of recycling processes, observation and recording skills, to be able to carry out basic tasks on a computer or hand-held device","You could become a shift supervisor or manager after getting experience.

You could also become self-employed and start your own recycling business.

You could do a metal recycling technical manager higher apprenticeship.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa93590,Religious leader,"Religious or faith leaders offer spiritual and moral guidance, and lead public worship and other religious ceremonies.","knowledge of philosophy and religion, sensitivity and understanding, customer service skills, leadership skills, the ability to work well with others, patience and the ability to remain calm in stressful situations, the ability to use your initiative, knowledge of teaching and the ability to design courses, to be able to carry out basic tasks on a computer or hand-held device","You may be recommended for higher positions by senior members of your faith, or you may have to apply for vacant posts.

You may also have opportunities to become involved in teaching, counselling, interfaith relations, writing, or humanitarian and charity work.","['a university course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93578,Bodyguard,"Bodyguards protect individuals or groups from the risk of violence, kidnapping and other harmful situations.","knowledge of public safety and security, patience and the ability to remain calm in stressful situations, concentration skills, leadership skills, physical fitness and endurance, to be thorough and pay attention to detail, the ability to think clearly using logic and reasoning, the ability to accept criticism and work well under pressure, to be able to carry out basic tasks on a computer or hand-held device, ","With experience, you could specialise in surveillance, driving or residential security, or move into risk assessment consultancy work.","['a college course', 'applying directly', '']",,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa9358f,Recycling operative,"Recycling operatives collect, sort and recycle materials like glass, paper and plastics from homes and businesses.","the ability to work well with others, to be flexible and open to change, the ability to operate and control equipment, patience and the ability to remain calm in stressful situations, physical skills like movement, coordination and dexterity, to be thorough and pay attention to detail, knowledge of public safety and security, knowledge of recycling processes, to be able to carry out basic tasks on a computer or hand-held device",With qualifications and experience you could move into a supervisory role at a waste collection site,"['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa93591,Satellite engineer,Satellite engineers install and repair telecoms equipment and satellite systems.,"knowledge of engineering science and technology, knowledge of computer operating systems, hardware and software, the ability to work well with others, to be thorough and pay attention to detail, broadcasting and telecommunications knowledge, the ability to repair machines or systems, customer service skills, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a team leader or jobs coordinator with a service and repair company. You could also move into related areas of work like caretaking.","['a college course', 'an apprenticeship', 'applying directly', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa9357d,Celebrant,"Celebrants conduct personalised wedding, naming and funeral ceremonies. They also help mark other important occasions and relationships.","sensitivity and understanding, customer service skills, excellent verbal communication skills, business management skills, the ability to work well with others, leadership skills, the ability to use your initiative, active listening skills, to be able to use a computer and the main software packages competently","As an experienced celebrant, you may wish to train in conducting different types of ceremonies, or set up your own celebrant training business. You could also offer related services, like wedding or event planning.",['a private training course'],,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa9357e,Chauffeur,"Chauffeurs drive clients from place to place, making sure their journey is safe and comfortable, and that they arrive on time.","customer service skills, to be thorough and pay attention to detail, active listening skills, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, sensitivity and understanding, physical skills like movement, coordination, dexterity and grace, knowledge of transport methods, costs and benefits, to be able to carry out basic tasks on a computer or hand-held device","You could go on to set up your own business.

You could also be a 'lead driver' and train other chauffeurs.","['applying directly', 'taking a specialist driver training course']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93581,Community transport driver,Community transport drivers provide a door-to-door service for people who can't easily use public transport.,"patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, sensitivity and understanding, the ability to accept criticism and work well under pressure, the ability to work well with others, knowledge of transport methods, costs and benefits, customer service skills, knowledge of public safety and security, to be able to carry out basic tasks on a computer or hand-held device","With experience as an HMI - His Majesty's Inspector, you could become a senior HMI or regional director. Regulatory inspectors may also become regulatory inspection managers or HMIs.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa9358a,Life coach,Life coaches support and encourage people to help them make informed decisions in their working and personal lives.,"counselling skills including active listening and a non-judgemental approach, knowledge of psychology, customer service skills, the ability to understand people’s reactions, sensitivity and understanding, excellent verbal communication skills, patience and the ability to remain calm in stressful situations, to enjoy working with other people, to be able to use a computer and the main software packages competently","You could specialise in a particular type of life coaching like business executive, spiritual or health and wellbeing coaching.

Many life coaches begin work part-time, sometimes alongside another job, building their hours as they grow their caseload of clients.

You could set up your own business and employ other coaches.","['a university course', 'a college course', 'applying directly', 'specialist courses offered by a professional body']",,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa9358c,Pest control technician,"Pest control technicians identify and get rid of pests like rats, mice and cockroaches.","customer service skills, to be thorough and pay attention to detail, the ability to work on your own, the ability to work well with others, the ability to accept criticism and work well under pressure, patience and the ability to remain calm in stressful situations, knowledge of public safety and security, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device",With experience you could be promoted to supervisor or manager.,"['an apprenticeship', 'applying directly', 'training with a professional body']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa93592,Tailor,"Tailors create custom made suits, jackets and coats for individual customers. They also alter and repair clothes.","to be thorough and pay attention to detail, the ability to work well with others, the ability to accept criticism and work well under pressure, sensitivity and understanding, patience and the ability to remain calm in stressful situations, customer service skills, the ability to work well with your hands, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could go from bespoke tailor to master tailor. You could supervise a team or train new recruits, or you could set up your own business.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa93593,Wedding planner,Wedding planners help couples organise their wedding.,"to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, the ability to work well with others, customer service skills, to be flexible and open to change, patience and the ability to remain calm in stressful situations, administration skills, excellent verbal communication skills, to be able to use a computer and the main software packages competently",You could set up your own wedding planning consultancy or events management company.,"['a college course', 'an apprenticeship', 'working towards this role', 'volunteering', 'applying directly', 'specialist courses run by private training organisations']",,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa9357c,Caretaker,"Caretakers look after buildings like schools, community centres and flats, keeping them secure, clean and well-maintained.","sensitivity and understanding, a desire to help people, the ability to work well with others, patience and the ability to remain calm in stressful situations, the ability to accept criticism and work well under pressure, to be thorough and pay attention to detail, customer service skills, excellent verbal communication skills, to be able to carry out basic tasks on a computer or hand-held device","With experience, you can become a lead care worker. You can also move into more senior jobs, like managing people or services, if you get further qualifications.","['a college course', 'an apprenticeship', 'volunteering', 'applying directly']",,{'requiredWeight': 0.4}
64b13826b8c6cc08ffa93587,Highways cleaner,"Highways cleaners keep footpaths, green spaces and streets clean, and deal with litter, graffiti, and items left by the public.","to be thorough and pay attention to detail, customer service skills, physical skills like movement, coordination and dexterity, the ability to work well with others, knowledge of public safety and security, the ability to use your initiative, the ability to operate and control equipment, the ability to use, repair and maintain machines and tools, to be able to carry out basic tasks on a computer or hand-held device",With qualifications and experience you could progress to become a supervisor or manager.,"['a college course', 'applying directly']",,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa93585,Embalmer,Embalmers preserve and prepare bodies for burial or cremation.,"sensitivity and understanding, to be thorough and pay attention to detail, customer service skills, the ability to work well with your hands, physical skills like movement, coordination and dexterity, a desire to help people, the ability to use your initiative, knowledge of chemistry including the safe use and disposal of chemicals, to be able to carry out basic tasks on a computer or hand-held device","With experience you could:, become self employed and work independently with several funeral directors, do further training to specialise in HIV or tuberculosis or join a team responding to disasters, become a funeral director","['an apprenticeship', 'working towards this role', 'specialist courses run by a professional body']",,{'requiredWeight': 0.7}
64b13826b8c6cc08ffa9357b,Care escort,Care escorts travel with elderly people or people with disabilities to help them get to their appointments.,"sensitivity and understanding, a desire to help people, the ability to work well with others, patience and the ability to remain calm in stressful situations, excellent verbal communication skills, active listening skills, to be thorough and pay attention to detail, the ability to understand people’s reactions, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could move into other similar jobs, such as an:, admin assistant, dispatcher, driver, supervisor",['Explore the different ways to get into this role.'],,{'requiredWeight': 0.5}
64b13826b8c6cc08ffa93594,Window cleaner,"Window cleaners work on domestic and commercial premises, cleaning windows, doors and other glass surfaces.","the ability to use your initiative, to be thorough and pay attention to detail, the ability to work well with your hands, ambition and a desire to succeed, physical skills like movement, coordination and dexterity, customer service skills, knowledge of public safety and security, business management skills, to be able to carry out basic tasks on a computer or hand-held device","You could work for contract cleaners or specialist window cleaning firms. With experience, you may be able to progress to become a supervisor or manager.","['applying directly', 'specialist training with a professional body']",,{'requiredWeight': 0.3}
64b13826b8c6cc08ffa93583,Domestic energy assessor,Domestic energy assessors (DEAs) work out the energy efficiency of domestic buildings like houses and flats.,"customer service skills, maths knowledge, to be thorough and pay attention to detail, excellent verbal communication skills, to be flexible and open to change, analytical thinking skills, business management skills, knowledge of engineering science and technology, to be able to carry out basic tasks on a computer or hand-held device, ","With further training, you could carry out assessments on commercial buildings or move into assessor training.","['You can get into this job through a specialist course run by private training organisations.', '']",,{'requiredWeight': 0.6}
64b13826b8c6cc08ffa93588,Industrial cleaner,"Industrial cleaners clear up after fires, floods and crime scenes, as well as places that need to be hygienically clean.","the ability to use your initiative, to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, sensitivity and understanding, physical skills like bending, lifting and reaching, knowledge of public safety and security, the ability to accept criticism and work well under pressure, ambition and a desire to succeed, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a team supervisor.

You could also set up your own company to specialise in a particular type of cleaning, like flood relief or biohazards.","['a college course', 'an apprenticeship', 'applying directly', 'specialist courses offered by a professional body']",,{'requiredWeight': 0.5}
64b13838b8c6cc08ffa93598,Bar person,"Bar staff serve drinks in venues like pubs, clubs, wine bars, hotels and leisure centres.","customer service skills, excellent verbal communication skills, active listening skills, the ability to sell products and services, to be thorough and pay attention to detail, to enjoy working with other people, a good memory, the ability to accept criticism and work well under pressure, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could progress to supervisor, deputy bar manager and bar manager.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa9359c,Cake decorator,"Cake decorators design, make and decorate cakes for birthdays, weddings and other special occasions.","the ability to work well with your hands, to be thorough and pay attention to detail, customer service skills, excellent verbal communication skills, knowledge of food production methods, the ability to accept criticism and work well under pressure, the ability to use your initiative, maths knowledge, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could start your own business. You could also work in quality control in a bakery, or teach cake design in adult education centres or at college.","['a college course', 'working towards this role', 'applying directly']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa93597,Baker,"Bakers make bread, cakes and pastries by hand and with machinery.","knowledge of food production methods, the ability to work well with your hands, to be thorough and pay attention to detail, the ability to work well with others, maths knowledge, excellent verbal communication skills, the ability to accept criticism and work well under pressure, the ability to use your initiative, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a bakery supervisor or production manager in a factory, or move into commercial sales.","['a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13838b8c6cc08ffa93599,Barista,"Baristas make and serve coffee in cafes, coffee shop chains, restaurants and hotels.","customer service skills, the ability to accept criticism and work well under pressure, the ability to sell products and services, the ability to work well with others, the ability to work on your own, excellent verbal communication skills, a good memory, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a store manager and then move on to a regional manager role.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa9359a,Butcher,"Butchers prepare and sell meat and poultry, and make meat products like sausages, burgers and pies.","the ability to work well with others, to be thorough and pay attention to detail, knowledge of food production methods, patience and the ability to remain calm in stressful situations, customer service skills, the ability to use your initiative, the ability to accept criticism and work well under pressure, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could work in larger and higher quality independent butchers' shops, retail chains and supermarkets, or set up your own shop.","['a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.5}
64b13838b8c6cc08ffa935a1,Counter service assistant,"Counter service assistants greet, serve and take payment from customers buying food and drink.","patience and the ability to remain calm in stressful situations, customer service skills, the ability to work well with others, to be thorough and pay attention to detail, the ability to accept criticism and work well under pressure, to be flexible and open to change, knowledge of food production methods, knowledge of public safety and security, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a supervisor or manager.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.5}
64b13838b8c6cc08ffa935ab,Housekeeper,Housekeepers organise hotel staff to make sure that all the rooms are kept clean and tidy.,"persistence and determination, the ability to use your initiative, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, to be flexible and open to change, customer service skills, knowledge of human resources and employment law, business management skills, to be able to carry out basic tasks on a computer or hand-held device","You could progress to head housekeeper or accommodation manager.

You could move into a related hotel job, like front-of-house manager, training manager, or domestic services management.","['a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa935ac,Kitchen porter,"Kitchen porters or kitchen assistants prepare food, make sure chefs have everything they need and keep the kitchen clean.","customer service skills, patience and the ability to remain calm in stressful situations, the ability to work well with others, to enjoy working with other people, to be thorough and pay attention to detail, the ability to use your initiative, business management skills, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","With experience and further training, you could become a trainee or junior chef.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa9359d,Catering manager,"Catering managers run the food service of organisations including restaurants, bars, schools, colleges and outside suppliers.","leadership skills, the ability to motivate and manage staff, excellent verbal communication skills, customer service skills, business management skills, knowledge of food production methods, maths knowledge, the ability to accept criticism and work well under pressure, to be able to use a computer and the main software packages competently",With experience you could move into larger organisations or those offering more specialised work like event catering.,"['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13838b8c6cc08ffa935a7,Head chef,"Head chefs oversee a restaurant's staff, food and budgets.","knowledge of food production methods, leadership skills, to be thorough and pay attention to detail, the ability to monitor your own performance and that of your colleagues, the ability to accept criticism and work well under pressure, the ability to organise your time and workload, the ability to use your initiative, the ability to work well with others, to be able to use a computer and the main software packages competently","With experience, you could go on to manage larger kitchens and more staff. You may work for a large restaurant chain, managing more than one kitchen. This is a management role, so cooking duties could be limited.","['a university course', 'a college course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.7}
64b13838b8c6cc08ffa935a8,Hotel manager,Hotel managers are in charge of the day-to-day running of a hotel.,"customer service skills, the ability to use your initiative, patience and the ability to remain calm in stressful situations, to be thorough and pay attention to detail, to be flexible and open to change, persistence and determination, the ability to motivate and manage staff, business management skills, to be able to use a computer and the main software packages competently","Your career prospects will depend on the size of the business, your experience and whether you are willing to relocate.","['a university course', 'an apprenticeship', 'working towards this role']",,{'requiredWeight': 0.6}
64b13838b8c6cc08ffa935ad,Meat process worker,"Meat process workers produce meat products for the food manufacturing, catering and food retail industries.","the ability to work well with your hands, knowledge of manufacturing production and processes, the ability to work well with others, knowledge of food production methods, the ability to use, repair and maintain machines and tools, to be thorough and pay attention to detail, the ability to operate and control equipment, concentration skills, to be able to carry out basic tasks on a computer or hand-held device","You could become a shift supervisor or manager on the production line, or in an area like quality control, product development or food marketing.

With further experience you could train to become a meat hygiene inspector.","['a college course', 'an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
64b13838b8c6cc08ffa9359e,Cellar technician,"Cellar technicians install and maintain drinks systems in places like pubs, bars, hotels and restaurants.","knowledge of manufacturing production and processes, the ability to use, repair and maintain machines and tools, the ability to think clearly using logic and reasoning, the ability to work on your own, to be thorough and pay attention to detail, observation and recording skills, the ability to work well with others, the ability to work well with your hands, to be able to carry out basic tasks on a computer or hand-held device","You could become a supervisor, manager, or move into equipment services and sales.","['a college course', 'an apprenticeship', 'working towards this role', 'applying directly', 'specialist courses run by professional bodies']",,{'requiredWeight': 0.6}
64b13838b8c6cc08ffa935a4,Food factory worker,"Food factory workers make frozen, tinned, baked and dried products.","to be thorough and pay attention to detail, patience and the ability to remain calm in stressful situations, the ability to work on your own, knowledge of manufacturing production and processes, the ability to work well with others, the ability to work well with your hands, physical skills like lifting, bending and carrying, to be flexible and open to change, to be able to carry out basic tasks on a computer or hand-held device","With experience, you could become a shift supervisor or move into quality control.","['an apprenticeship', 'applying directly']",,{'requiredWeight': 0.4}
